instant,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
13916,summer,2012,8,08,0,0,3,1,1,0.7,0.6667,0.84,0.0,12,46,58
13917,summer,2012,8,08,1,0,3,1,1,0.72,0.697,0.79,0.0,3,20,23
13918,summer,2012,8,08,2,0,3,1,1,0.7,0.6667,0.84,0.0,1,5,6
13919,summer,2012,8,08,3,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7
13920,summer,2012,8,08,4,0,3,1,1,0.7,0.6667,0.84,0.0,1,6,7
13921,summer,2012,8,08,5,0,3,1,2,0.68,0.6364,0.89,0.1642,3,40,43
13922,summer,2012,8,08,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,173
13923,summer,2012,8,08,7,0,3,1,2,0.7,0.6667,0.84,0.1642,24,458,482
13924,summer,2012,8,08,8,0,3,1,2,0.74,0.7273,0.72,0.0896,48,689,737
13925,summer,2012,8,08,9,0,3,1,2,0.76,0.7273,0.66,0.0,33,308,341
13926,summer,2012,8,08,10,0,3,1,2,0.8,0.7424,0.52,0.1343,63,151,214
13927,summer,2012,8,08,11,0,3,1,2,0.8,0.7424,0.52,0.0,80,159,239
13928,summer,2012,8,08,12,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280
13929,summer,2012,8,08,13,0,3,1,2,0.8,0.7424,0.52,0.0,101,212,313
13930,summer,2012,8,08,14,0,3,1,2,0.8,0.7424,0.52,0.2537,63,173,236
13931,summer,2012,8,08,15,0,3,1,2,0.84,0.7576,0.44,0.194,110,168,278
13932,summer,2012,8,08,16,0,3,1,2,0.8,0.7424,0.49,0.2836,113,328,441
13933,summer,2012,8,08,17,0,3,1,2,0.8,0.7576,0.55,0.2836,107,751,858
13934,summer,2012,8,08,18,0,3,1,2,0.78,0.7273,0.55,0.1642,117,745,862
13935,summer,2012,8,08,19,0,3,1,1,0.76,0.7273,0.66,0.2239,119,567,686
13936,summer,2012,8,08,20,0,3,1,1,0.74,0.697,0.66,0.194,76,424,500
13937,summer,2012,8,08,21,0,3,1,1,0.74,0.697,0.66,0.1045,70,311,381
13938,summer,2012,8,08,22,0,3,1,1,0.72,0.697,0.74,0.1045,35,198,233
13939,summer,2012,8,08,23,0,3,1,1,0.72,0.6818,0.7,0.1343,16,120,136
13940,summer,2012,8,09,0,0,4,1,1,0.72,0.697,0.74,0.194,16,51,67
13941,summer,2012,8,09,1,0,4,1,1,0.7,0.6667,0.79,0.1343,5,23,28
13942,summer,2012,8,09,2,0,4,1,1,0.7,0.6667,0.84,0.0896,2,12,14
13943,summer,2012,8,09,3,0,4,1,1,0.68,0.6364,0.83,0.0896,1,5,6
13944,summer,2012,8,09,4,0,4,1,2,0.68,0.6364,0.89,0.1343,0,10,10
13945,summer,2012,8,09,5,0,4,1,2,0.66,0.5909,0.94,0.0,4,37,41
13946,summer,2012,8,09,6,0,4,1,1,0.66,0.6061,0.83,0.1642,5,162,167
13947,summer,2012,8,09,7,0,4,1,2,0.7,0.6667,0.84,0.1642,24,451,475
13948,summer,2012,8,09,8,0,4,1,1,0.72,0.697,0.74,0.1045,28,670,698
13949,summer,2012,8,09,9,0,4,1,1,0.76,0.7273,0.66,0.1642,54,299,353
13950,summer,2012,8,09,10,0,4,1,1,0.8,0.7576,0.55,0.2239,72,133,205
13951,summer,2012,8,09,11,0,4,1,1,0.84,0.7576,0.44,0.0,94,166,260
13952,summer,2012,8,09,12,0,4,1,1,0.84,0.7576,0.44,0.1045,85,192,277
13953,summer,2012,8,09,13,0,4,1,1,0.86,0.7879,0.41,0.1045,80,201,281
13954,summer,2012,8,09,14,0,4,1,1,0.88,0.7727,0.32,0.2239,86,161,247
13955,summer,2012,8,09,15,0,4,1,1,0.88,0.7727,0.32,0.2239,63,204,267
13956,summer,2012,8,09,16,0,4,1,1,0.86,0.7727,0.39,0.2537,97,320,417
13957,summer,2012,8,09,17,0,4,1,1,0.86,0.7576,0.36,0.2537,111,699,810
13958,summer,2012,8,09,18,0,4,1,2,0.82,0.7576,0.46,0.2537,78,733,811
13959,summer,2012,8,09,19,0,4,1,1,0.8,0.7576,0.55,0.194,90,533,623
13960,summer,2012,8,09,20,0,4,1,1,0.7,0.6515,0.54,0.2836,91,387,478
13961,summer,2012,8,09,21,0,4,1,2,0.7,0.6515,0.58,0.1642,50,286,336
13962,summer,2012,8,09,22,0,4,1,2,0.66,0.6212,0.69,0.2239,41,218,259
13963,summer,2012,8,09,23,0,4,1,1,0.66,0.6212,0.74,0.0,19,137,156
13964,summer,2012,8,10,0,0,5,1,1,0.7,0.6515,0.65,0.0896,17,68,85
13965,summer,2012,8,10,1,0,5,1,1,0.7,0.6515,0.65,0.1045,6,35,41
13966,summer,2012,8,10,2,0,5,1,1,0.7,0.6667,0.74,0.1642,6,14,20
13967,summer,2012,8,10,3,0,5,1,2,0.72,0.697,0.79,0.194,3,6,9
13968,summer,2012,8,10,4,0,5,1,3,0.7,0.6667,0.84,0.2836,0,7,7
13969,summer,2012,8,10,5,0,5,1,3,0.7,0.6667,0.84,0.2836,4,29,33
13970,summer,2012,8,10,6,0,5,1,3,0.64,0.5758,0.89,0.2985,3,41,44
13971,summer,2012,8,10,7,0,5,1,3,0.64,0.5758,0.89,0.1045,5,128,133
13972,summer,2012,8,10,8,0,5,1,3,0.62,0.5455,0.91,0.1642,7,112,119
13973,summer,2012,8,10,9,0,5,1,2,0.64,0.5758,0.89,0.0,21,199,220
13974,summer,2012,8,10,10,0,5,1,1,0.66,0.5909,0.89,0.1045,27,166,193
13975,summer,2012,8,10,11,0,5,1,3,0.68,0.6364,0.79,0.1343,73,178,251
13976,summer,2012,8,10,12,0,5,1,2,0.74,0.697,0.66,0.3582,75,240,315
13977,summer,2012,8,10,13,0,5,1,2,0.76,0.7121,0.58,0.3582,66,224,290
13978,summer,2012,8,10,14,0,5,1,1,0.76,0.7121,0.58,0.3582,71,236,307
13979,summer,2012,8,10,15,0,5,1,1,0.8,0.7424,0.52,0.4478,100,224,324
13980,summer,2012,8,10,16,0,5,1,1,0.78,0.7273,0.55,0.2985,96,371,467
13981,summer,2012,8,10,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730
13982,summer,2012,8,10,18,0,5,1,1,0.76,0.7121,0.62,0.2985,88,552,640
13983,summer,2012,8,10,19,0,5,1,1,0.76,0.7121,0.62,0.2836,98,394,492
13984,summer,2012,8,10,20,0,5,1,1,0.74,0.697,0.66,0.2985,55,315,370
13985,summer,2012,8,10,21,0,5,1,1,0.74,0.697,0.66,0.2537,50,236,286
13986,summer,2012,8,10,22,0,5,1,1,0.72,0.697,0.74,0.2836,50,168,218
13987,summer,2012,8,10,23,0,5,1,1,0.72,0.6818,0.7,0.2836,33,159,192
13988,summer,2012,8,11,0,0,6,0,1,0.7,0.6515,0.7,0.2836,38,142,180
13989,summer,2012,8,11,1,0,6,0,1,0.66,0.6212,0.74,0.2239,32,84,116
13990,summer,2012,8,11,2,0,6,0,3,0.64,0.5909,0.78,0.194,19,66,85
13991,summer,2012,8,11,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21
13992,summer,2012,8,11,4,0,6,0,1,0.62,0.5758,0.83,0.1045,3,7,10
13993,summer,2012,8,11,5,0,6,0,1,0.62,0.5606,0.88,0.1045,2,9,11
13994,summer,2012,8,11,6,0,6,0,2,0.62,0.5606,0.88,0.1045,5,18,23
13995,summer,2012,8,11,7,0,6,0,1,0.64,0.5758,0.83,0.0896,8,54,62
13996,summer,2012,8,11,8,0,6,0,1,0.66,0.6061,0.83,0.1045,30,132,162
13997,summer,2012,8,11,9,0,6,0,1,0.68,0.6364,0.79,0.194,54,217,271
13998,summer,2012,8,11,10,0,6,0,1,0.72,0.6818,0.62,0.0896,125,282,407
13999,summer,2012,8,11,11,0,6,0,1,0.74,0.697,0.66,0.1642,203,296,499
14000,summer,2012,8,11,12,0,6,0,1,0.76,0.7121,0.58,0.2239,214,332,546
14001,summer,2012,8,11,13,0,6,0,1,0.8,0.7424,0.49,0.3582,228,341,569
14002,summer,2012,8,11,14,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538
14003,summer,2012,8,11,15,0,6,0,1,0.8,0.7273,0.46,0.2836,246,316,562
14004,summer,2012,8,11,16,0,6,0,1,0.8,0.7273,0.46,0.2985,227,304,531
14005,summer,2012,8,11,17,0,6,0,3,0.74,0.697,0.66,0.3582,220,292,512
14006,summer,2012,8,11,18,0,6,0,2,0.7,0.6667,0.74,0.2985,107,193,300
14007,summer,2012,8,11,19,0,6,0,2,0.66,0.5909,0.89,0.1045,97,178,275
14008,summer,2012,8,11,20,0,6,0,3,0.66,0.5909,0.89,0.4179,31,129,160
14009,summer,2012,8,11,21,0,6,0,2,0.66,0.5909,0.89,0.1642,26,102,128
14010,summer,2012,8,11,22,0,6,0,2,0.66,0.5909,0.89,0.1642,40,128,168
14011,summer,2012,8,11,23,0,6,0,3,0.66,0.6061,0.78,0.1642,42,121,163
14012,summer,2012,8,12,0,0,0,0,2,0.64,0.6061,0.73,0.1343,24,96,120
14013,summer,2012,8,12,1,0,0,0,1,0.62,0.5909,0.78,0.1343,21,92,113
14014,summer,2012,8,12,2,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86
14015,summer,2012,8,12,3,0,0,0,1,0.62,0.5909,0.73,0.0896,11,37,48
14016,summer,2012,8,12,4,0,0,0,1,0.64,0.6061,0.69,0.0896,2,8,10
14017,summer,2012,8,12,5,0,0,0,1,0.64,0.6212,0.61,0.194,1,9,10
14018,summer,2012,8,12,6,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,16
14019,summer,2012,8,12,7,0,0,0,1,0.64,0.6061,0.65,0.1343,9,30,39
14020,summer,2012,8,12,8,0,0,0,1,0.66,0.6212,0.54,0.2239,35,84,119
14021,summer,2012,8,12,9,0,0,0,1,0.7,0.6515,0.48,0.2239,64,153,217
14022,summer,2012,8,12,10,0,0,0,1,0.7,0.6515,0.51,0.1642,88,240,328
14023,summer,2012,8,12,11,0,0,0,1,0.74,0.6667,0.42,0.1642,167,282,449
14024,summer,2012,8,12,12,0,0,0,1,0.74,0.6667,0.42,0.194,163,342,505
14025,summer,2012,8,12,13,0,0,0,1,0.78,0.697,0.4,0.0,178,365,543
14026,summer,2012,8,12,14,0,0,0,1,0.76,0.6818,0.4,0.194,213,366,579
14027,summer,2012,8,12,15,0,0,0,1,0.76,0.6818,0.4,0.1343,235,342,577
14028,summer,2012,8,12,16,0,0,0,1,0.76,0.6818,0.4,0.1045,213,300,513
14029,summer,2012,8,12,17,0,0,0,1,0.8,0.697,0.33,0.0,186,319,505
14030,summer,2012,8,12,18,0,0,0,1,0.78,0.6818,0.35,0.1045,164,327,491
14031,summer,2012,8,12,19,0,0,0,1,0.74,0.6515,0.4,0.1343,148,317,465
14032,summer,2012,8,12,20,0,0,0,1,0.72,0.6515,0.45,0.0,96,204,300
14033,summer,2012,8,12,21,0,0,0,1,0.72,0.6667,0.51,0.0896,78,142,220
14034,summer,2012,8,12,22,0,0,0,1,0.7,0.6515,0.58,0.1343,40,141,181
14035,summer,2012,8,12,23,0,0,0,1,0.68,0.6364,0.61,0.0,25,85,110
14036,summer,2012,8,13,0,0,1,1,1,0.66,0.6212,0.65,0.1045,14,33,47
14037,summer,2012,8,13,1,0,1,1,1,0.66,0.6212,0.65,0.0896,3,11,14
14038,summer,2012,8,13,2,0,1,1,1,0.64,0.6061,0.69,0.1045,1,8,9
14039,summer,2012,8,13,3,0,1,1,1,0.64,0.6061,0.69,0.0,1,5,6
14040,summer,2012,8,13,4,0,1,1,1,0.64,0.6061,0.69,0.1045,0,11,11
14041,summer,2012,8,13,5,0,1,1,1,0.64,0.6061,0.69,0.1045,3,33,36
14042,summer,2012,8,13,6,0,1,1,1,0.62,0.5909,0.73,0.0896,4,155,159
14043,summer,2012,8,13,7,0,1,1,1,0.66,0.6212,0.65,0.1343,11,425,436
14044,summer,2012,8,13,8,0,1,1,2,0.72,0.6667,0.51,0.0896,25,648,673
14045,summer,2012,8,13,9,0,1,1,2,0.74,0.6667,0.45,0.0,40,265,305
14046,summer,2012,8,13,10,0,1,1,2,0.76,0.6818,0.4,0.0,88,111,199
14047,summer,2012,8,13,11,0,1,1,1,0.76,0.6818,0.4,0.0896,94,151,245
14048,summer,2012,8,13,12,0,1,1,1,0.78,0.697,0.4,0.194,96,180,276
14049,summer,2012,8,13,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254
14050,summer,2012,8,13,14,0,1,1,1,0.8,0.697,0.33,0.1045,85,163,248
14051,summer,2012,8,13,15,0,1,1,1,0.82,0.7273,0.34,0.2239,80,194,274
14052,summer,2012,8,13,16,0,1,1,1,0.8,0.7121,0.36,0.0896,116,348,464
14053,summer,2012,8,13,17,0,1,1,1,0.8,0.7121,0.36,0.1642,102,716,818
14054,summer,2012,8,13,18,0,1,1,1,0.76,0.697,0.52,0.2836,103,709,812
14055,summer,2012,8,13,19,0,1,1,1,0.74,0.6818,0.58,0.1642,88,467,555
14056,summer,2012,8,13,20,0,1,1,1,0.74,0.6818,0.62,0.2239,58,374,432
14057,summer,2012,8,13,21,0,1,1,1,0.72,0.6818,0.66,0.194,44,246,290
14058,summer,2012,8,13,22,0,1,1,1,0.72,0.6818,0.62,0.3284,44,148,192
14059,summer,2012,8,13,23,0,1,1,1,0.7,0.6515,0.7,0.2239,28,100,128
14060,summer,2012,8,14,0,0,2,1,1,0.7,0.6667,0.74,0.2239,12,48,60
14061,summer,2012,8,14,1,0,2,1,1,0.68,0.6364,0.79,0.2537,8,19,27
14062,summer,2012,8,14,2,0,2,1,2,0.68,0.6364,0.83,0.194,2,9,11
14063,summer,2012,8,14,3,0,2,1,2,0.68,0.6364,0.83,0.194,0,3,3
14064,summer,2012,8,14,4,0,2,1,2,0.68,0.6364,0.83,0.194,0,5,5
14065,summer,2012,8,14,5,0,2,1,2,0.68,0.6364,0.89,0.194,1,35,36
14066,summer,2012,8,14,6,0,2,1,3,0.64,0.5758,0.83,0.194,1,63,64
14067,summer,2012,8,14,7,0,2,1,2,0.66,0.6061,0.83,0.0896,1,178,179
14068,summer,2012,8,14,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618
14069,summer,2012,8,14,9,0,2,1,2,0.7,0.6667,0.74,0.0,48,354,402
14070,summer,2012,8,14,10,0,2,1,1,0.7,0.6667,0.79,0.1045,53,155,208
14071,summer,2012,8,14,11,0,2,1,1,0.74,0.6818,0.62,0.0,69,127,196
14072,summer,2012,8,14,12,0,2,1,1,0.78,0.7121,0.49,0.1343,93,207,300
14073,summer,2012,8,14,13,0,2,1,1,0.8,0.7273,0.46,0.0896,83,203,286
14074,summer,2012,8,14,14,0,2,1,1,0.82,0.7424,0.41,0.2239,80,175,255
14075,summer,2012,8,14,15,0,2,1,1,0.82,0.7576,0.46,0.2239,84,199,283
14076,summer,2012,8,14,16,0,2,1,1,0.82,0.7424,0.43,0.2239,95,363,458
14077,summer,2012,8,14,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812
14078,summer,2012,8,14,18,0,2,1,1,0.76,0.7121,0.62,0.2836,97,757,854
14079,summer,2012,8,14,19,0,2,1,1,0.76,0.7273,0.66,0.194,94,533,627
14080,summer,2012,8,14,20,0,2,1,1,0.74,0.7121,0.74,0.2239,65,371,436
14081,summer,2012,8,14,21,0,2,1,1,0.74,0.6818,0.62,0.2239,56,252,308
14082,summer,2012,8,14,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189
14083,summer,2012,8,14,23,0,2,1,1,0.72,0.6818,0.66,0.1642,53,114,167
14084,summer,2012,8,15,0,0,3,1,1,0.7,0.6515,0.61,0.194,8,52,60
14085,summer,2012,8,15,1,0,3,1,1,0.7,0.6515,0.61,0.0,6,31,37
14086,summer,2012,8,15,2,0,3,1,1,0.68,0.6364,0.65,0.0,1,7,8
14087,summer,2012,8,15,3,0,3,1,1,0.66,0.6212,0.74,0.1045,1,10,11
14088,summer,2012,8,15,4,0,3,1,1,0.64,0.5758,0.83,0.1045,0,4,4
14089,summer,2012,8,15,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39
14090,summer,2012,8,15,6,0,3,1,1,0.64,0.5909,0.78,0.1045,12,160,172
14091,summer,2012,8,15,7,0,3,1,2,0.66,0.6212,0.69,0.194,25,467,492
14092,summer,2012,8,15,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682
14093,summer,2012,8,15,9,0,3,1,2,0.72,0.6818,0.62,0.194,57,310,367
14094,summer,2012,8,15,10,0,3,1,2,0.72,0.6818,0.62,0.194,70,163,233
14095,summer,2012,8,15,11,0,3,1,2,0.74,0.6818,0.58,0.194,80,155,235
14096,summer,2012,8,15,12,0,3,1,1,0.74,0.6818,0.55,0.2239,77,230,307
14097,summer,2012,8,15,13,0,3,1,2,0.78,0.7121,0.49,0.194,88,206,294
14098,summer,2012,8,15,14,0,3,1,2,0.76,0.697,0.52,0.2985,94,161,255
14099,summer,2012,8,15,15,0,3,1,1,0.76,0.697,0.52,0.2537,70,196,266
14100,summer,2012,8,15,16,0,3,1,1,0.76,0.6818,0.48,0.194,91,340,431
14101,summer,2012,8,15,17,0,3,1,1,0.74,0.6818,0.55,0.2836,102,749,851
14102,summer,2012,8,15,18,0,3,1,1,0.74,0.6667,0.51,0.2239,80,768,848
14103,summer,2012,8,15,19,0,3,1,1,0.7,0.6515,0.61,0.1343,124,525,649
14104,summer,2012,8,15,20,0,3,1,1,0.7,0.6515,0.61,0.1343,72,355,427
14105,summer,2012,8,15,21,0,3,1,1,0.7,0.6515,0.61,0.194,49,266,315
14106,summer,2012,8,15,22,0,3,1,1,0.7,0.6515,0.61,0.1642,29,197,226
14107,summer,2012,8,15,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138
14108,summer,2012,8,16,0,0,4,1,1,0.66,0.6212,0.69,0.0,13,63,76
14109,summer,2012,8,16,1,0,4,1,1,0.64,0.6061,0.73,0.0,3,18,21
14110,summer,2012,8,16,2,0,4,1,1,0.64,0.6061,0.69,0.194,0,15,15
14111,summer,2012,8,16,3,0,4,1,1,0.62,0.5909,0.73,0.2537,0,4,4
14112,summer,2012,8,16,4,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5
14113,summer,2012,8,16,5,0,4,1,1,0.6,0.5758,0.78,0.1642,7,30,37
14114,summer,2012,8,16,6,0,4,1,1,0.6,0.5758,0.78,0.1642,3,162,165
14115,summer,2012,8,16,7,0,4,1,1,0.64,0.6061,0.69,0.2239,16,448,464
14116,summer,2012,8,16,8,0,4,1,1,0.68,0.6364,0.61,0.194,33,649,682
14117,summer,2012,8,16,9,0,4,1,1,0.72,0.6667,0.54,0.1045,41,296,337
14118,summer,2012,8,16,10,0,4,1,1,0.74,0.6667,0.48,0.1343,78,121,199
14119,summer,2012,8,16,11,0,4,1,1,0.76,0.6667,0.37,0.0896,83,191,274
14120,summer,2012,8,16,12,0,4,1,1,0.8,0.697,0.33,0.1045,96,247,343
14121,summer,2012,8,16,13,0,4,1,1,0.8,0.697,0.31,0.2239,81,219,300
14122,summer,2012,8,16,14,0,4,1,1,0.82,0.7121,0.32,0.0,72,176,248
14123,summer,2012,8,16,15,0,4,1,1,0.8,0.697,0.33,0.2537,63,197,260
14124,summer,2012,8,16,16,0,4,1,1,0.82,0.7121,0.32,0.2239,79,340,419
14125,summer,2012,8,16,17,0,4,1,1,0.82,0.7273,0.34,0.194,130,767,897
14126,summer,2012,8,16,18,0,4,1,1,0.8,0.7121,0.36,0.0,109,723,832
14127,summer,2012,8,16,19,0,4,1,1,0.76,0.6818,0.4,0.1045,119,558,677
14128,summer,2012,8,16,20,0,4,1,1,0.76,0.6818,0.4,0.0896,100,414,514
14129,summer,2012,8,16,21,0,4,1,1,0.74,0.6667,0.48,0.194,83,273,356
14130,summer,2012,8,16,22,0,4,1,1,0.72,0.6667,0.51,0.1642,69,185,254
14131,summer,2012,8,16,23,0,4,1,1,0.7,0.6515,0.54,0.1045,58,168,226
14132,summer,2012,8,17,0,0,5,1,1,0.68,0.2424,0.57,0.1642,21,67,88
14133,summer,2012,8,17,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54
14134,summer,2012,8,17,2,0,5,1,1,0.66,0.2424,0.61,0.1343,4,15,19
14135,summer,2012,8,17,3,0,5,1,1,0.64,0.2424,0.65,0.1045,0,6,6
14136,summer,2012,8,17,4,0,5,1,1,0.64,0.2424,0.73,0.1642,0,9,9
14137,summer,2012,8,17,5,0,5,1,1,0.64,0.2424,0.73,0.1045,2,34,36
14138,summer,2012,8,17,6,0,5,1,1,0.62,0.2424,0.78,0.1343,6,151,157
14139,summer,2012,8,17,7,0,5,1,1,0.64,0.2424,0.73,0.1045,11,368,379
14140,summer,2012,8,17,8,0,5,1,1,0.68,0.2424,0.65,0.1343,43,625,668
14141,summer,2012,8,17,9,0,5,1,1,0.7,0.2424,0.58,0.1045,58,320,378
14142,summer,2012,8,17,10,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231
14143,summer,2012,8,17,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303
14144,summer,2012,8,17,12,0,5,1,1,0.82,0.2424,0.41,0.2239,110,255,365
14145,summer,2012,8,17,13,0,5,1,1,0.84,0.2424,0.36,0.3881,103,254,357
14146,summer,2012,8,17,14,0,5,1,1,0.86,0.2424,0.34,0.4179,128,200,328
14147,summer,2012,8,17,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383
14148,summer,2012,8,17,16,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488
14149,summer,2012,8,17,17,0,5,1,1,0.82,0.2424,0.36,0.3284,144,647,791
14150,summer,2012,8,17,18,0,5,1,2,0.82,0.2424,0.38,0.2537,108,561,669
14151,summer,2012,8,17,19,0,5,1,2,0.74,0.2424,0.55,0.3881,88,403,491
14152,summer,2012,8,17,20,0,5,1,2,0.72,0.2424,0.58,0.2239,97,262,359
14153,summer,2012,8,17,21,0,5,1,2,0.68,0.2424,0.69,0.2985,57,198,255
14154,summer,2012,8,17,22,0,5,1,3,0.66,0.2424,0.83,0.194,43,170,213
14155,summer,2012,8,17,23,0,5,1,3,0.64,0.2424,0.83,0.2239,21,100,121
14156,summer,2012,8,18,0,0,6,0,2,0.64,0.5758,0.83,0.2239,6,99,105
14157,summer,2012,8,18,1,0,6,0,3,0.62,0.5455,0.94,0.1642,14,78,92
14158,summer,2012,8,18,2,0,6,0,3,0.62,0.5606,0.88,0.1642,4,39,43
14159,summer,2012,8,18,3,0,6,0,1,0.62,0.5606,0.88,0.194,7,23,30
14160,summer,2012,8,18,4,0,6,0,1,0.62,0.5909,0.73,0.2239,5,8,13
14161,summer,2012,8,18,5,0,6,0,1,0.6,0.5758,0.78,0.2537,2,7,9
14162,summer,2012,8,18,6,0,6,0,1,0.6,0.5606,0.83,0.2239,4,23,27
14163,summer,2012,8,18,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
14164,summer,2012,8,18,8,0,6,0,1,0.64,0.6061,0.69,0.2537,28,161,189
14165,summer,2012,8,18,9,0,6,0,1,0.66,0.6212,0.65,0.2836,81,211,292
14166,summer,2012,8,18,10,0,6,0,1,0.7,0.6515,0.54,0.1642,166,314,480
14167,summer,2012,8,18,11,0,6,0,1,0.72,0.6667,0.51,0.0,180,356,536
14168,summer,2012,8,18,12,0,6,0,1,0.76,0.6667,0.37,0.194,266,388,654
14169,summer,2012,8,18,13,0,6,0,1,0.74,0.6515,0.4,0.194,289,355,644
14170,summer,2012,8,18,14,0,6,0,1,0.76,0.6667,0.37,0.2836,242,356,598
14171,summer,2012,8,18,15,0,6,0,1,0.76,0.6667,0.37,0.2239,250,346,596
14172,summer,2012,8,18,16,0,6,0,1,0.76,0.6667,0.37,0.2537,287,354,641
14173,summer,2012,8,18,17,0,6,0,1,0.76,0.6667,0.37,0.2239,256,379,635
14174,summer,2012,8,18,18,0,6,0,1,0.74,0.6515,0.37,0.1642,225,329,554
14175,summer,2012,8,18,19,0,6,0,1,0.7,0.6364,0.45,0.1642,164,324,488
14176,summer,2012,8,18,20,0,6,0,1,0.7,0.6364,0.45,0.1045,99,242,341
14177,summer,2012,8,18,21,0,6,0,1,0.66,0.6212,0.61,0.0,90,248,338
14178,summer,2012,8,18,22,0,6,0,1,0.66,0.6212,0.61,0.0,90,171,261
14179,summer,2012,8,18,23,0,6,0,1,0.64,0.6061,0.65,0.0896,60,175,235
14180,summer,2012,8,19,0,0,0,0,1,0.66,0.6212,0.57,0.0896,44,143,187
14181,summer,2012,8,19,1,0,0,0,1,0.64,0.6061,0.65,0.0,29,102,131
14182,summer,2012,8,19,2,0,0,0,2,0.62,0.6061,0.69,0.0896,16,103,119
14183,summer,2012,8,19,3,0,0,0,2,0.62,0.6061,0.61,0.1642,21,34,55
14184,summer,2012,8,19,4,0,0,0,2,0.62,0.6061,0.65,0.1642,4,22,26
14185,summer,2012,8,19,5,0,0,0,2,0.6,0.5909,0.73,0.1343,3,8,11
14186,summer,2012,8,19,6,0,0,0,2,0.62,0.6061,0.69,0.1045,5,15,20
14187,summer,2012,8,19,7,0,0,0,2,0.62,0.6061,0.69,0.1343,12,29,41
14188,summer,2012,8,19,8,0,0,0,2,0.64,0.6061,0.69,0.1045,34,90,124
14189,summer,2012,8,19,9,0,0,0,2,0.66,0.6212,0.74,0.0,86,184,270
14190,summer,2012,8,19,10,0,0,0,2,0.68,0.6364,0.69,0.0,138,287,425
14191,summer,2012,8,19,11,0,0,0,3,0.64,0.5909,0.78,0.1642,83,189,272
14192,summer,2012,8,19,12,0,0,0,3,0.64,0.6061,0.73,0.0,112,186,298
14193,summer,2012,8,19,13,0,0,0,3,0.64,0.5758,0.83,0.1343,50,112,162
14194,summer,2012,8,19,14,0,0,0,3,0.64,0.6061,0.73,0.0,41,108,149
14195,summer,2012,8,19,15,0,0,0,2,0.64,0.6061,0.65,0.0,89,187,276
14196,summer,2012,8,19,16,0,0,0,2,0.66,0.6212,0.65,0.0,97,259,356
14197,summer,2012,8,19,17,0,0,0,2,0.64,0.5909,0.78,0.1045,76,267,343
14198,summer,2012,8,19,18,0,0,0,2,0.64,0.5909,0.78,0.1045,86,291,377
14199,summer,2012,8,19,19,0,0,0,2,0.64,0.6061,0.73,0.1343,72,269,341
14200,summer,2012,8,19,20,0,0,0,2,0.64,0.6061,0.73,0.194,61,213,274
14201,summer,2012,8,19,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190
14202,summer,2012,8,19,22,0,0,0,2,0.62,0.5909,0.78,0.1642,6,50,56
14203,summer,2012,8,19,23,0,0,0,2,0.62,0.5909,0.73,0.0,7,39,46
14204,summer,2012,8,20,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26
14205,summer,2012,8,20,1,0,1,1,1,0.6,0.5606,0.83,0.1642,0,10,10
14206,summer,2012,8,20,2,0,1,1,1,0.6,0.5606,0.83,0.1642,0,5,5
14207,summer,2012,8,20,3,0,1,1,1,0.6,0.5455,0.88,0.1045,0,3,3
14208,summer,2012,8,20,4,0,1,1,2,0.6,0.5606,0.83,0.0896,0,7,7
14209,summer,2012,8,20,5,0,1,1,2,0.6,0.5606,0.83,0.0,2,35,37
14210,summer,2012,8,20,6,0,1,1,2,0.6,0.5758,0.78,0.1343,6,155,161
14211,summer,2012,8,20,7,0,1,1,2,0.62,0.5909,0.78,0.1343,15,427,442
14212,summer,2012,8,20,8,0,1,1,2,0.62,0.5909,0.73,0.1045,37,618,655
14213,summer,2012,8,20,9,0,1,1,2,0.64,0.6061,0.69,0.0,55,302,357
